9bd6fd66-e8a1-45e2-b3ca-6a68798768e5,28,5,2021,20,56,54,1,632,90,9,false,nejaky popis
ce3cab2b-2bc2-4ad7-8dc0-2c6d93b1ddaf,24,2,2019,11,38,40,1,705,92,9,false,nejaky popis
d854c7a2-b8b0-4acf-a2a1-ca5e20d63887,6,8,2020,12,13,25,10,532,11,8,false,nejaky popis
7d9a40ea-0724-4059-84f4-5bc71ff806b2,8,11,2019,4,20,32,10,831,32,4,true,nejaky popis
0df0ff35-c8f2-4878-a4c8-ef177989779b,18,10,2021,8,25,52,100,959,32,3,false,nejaky popis
0fd360d0-1738-40b4-975b-62ed9f90f196,18,1,2021,21,35,26,100,80,170,6,true,nejaky popis
bd65910e-9e55-4166-9689-41853e1a00b4,6,4,2021,10,54,56,1000,961,9,2,false,nejaky popis
edf30700-b602-46b5-9650-31bff33d335f,4,4,2020,19,29,48,1000,558,49,2,true,nejaky popis
3c23a481-f46c-4794-8aa0-521d4323a209,7,3,2020,0,37,14,1000,450,0,7,true,nejaky popis
93cad08a-a9cd-48da-840e-97f0dc1c17c5,7,4,2020,9,50,11,10000,330,18,3,false,nejaky popis
86e716c7-9e80-46f2-9f97-08239b1680b6,11,3,2021,9,41,15,1001,767,194,9,true,nejaky popis
1a87dc6c-b699-4415-9fb3-c2a64f58f665,26,11,2020,1,26,3,1001,858,185,4,false,nejaky popis
3674c5d8-f225-4e3a-9e1c-095f7d546f44,3,11,2019,7,50,40,1001,731,113,4,true,nejaky popis
11c99588-3185-465c-a31f-118927fd832e,12,7,2019,8,50,6,1002,800,137,0,false,nejaky popis
438a4101-8140-49f0-98cf-98cc79c54e68,19,10,2020,7,42,9,1002,538,35,3,false,nejaky popis
a61575d9-7e6c-4d96-8a18-dd08292b9c7a,27,9,2021,1,19,45,1003,520,176,3,true,nejaky popis
2bfd5e5d-a3b6-44c5-a4f1-260c50845a32,12,12,2019,10,19,6,1003,65,7,6,false,nejaky popis
384195ed-0dec-4a69-9ed0-629a87810be5,9,5,2021,5,45,39,1004,720,49,5,true,nejaky popis
e382a4b0-6880-4abc-a734-9099fd33f987,23,12,2019,4,57,9,1005,889,125,1,true,nejaky popis
19d39d1f-1e0b-4cf6-998d-5a8631a0d2bf,18,3,2019,7,23,45,1005,87,71,3,false,nejaky popis
8dc3b866-5ac9-4a53-be3c-240a8e0da7bc,22,7,2019,14,31,58,1006,301,82,0,false,nejaky popis
dfc95a42-591b-4352-946b-449c2ac39a63,17,1,2020,8,21,2,1006,899,152,6,true,nejaky popis
0e04ce06-1777-47ad-8ff1-814f2aefd565,6,4,2019,9,38,10,1006,873,192,2,true,nejaky popis
80aa30ea-9e35-44a4-8388-d0f077a3ea95,6,2,2021,9,43,51,1007,833,132,5,false,nejaky popis
4a605b0d-6f0d-495b-85a0-e501e2e6cb55,1,10,2021,17,36,6,1007,733,153,5,true,nejaky popis
c7cce17f-b341-4da3-b081-f457901a6693,4,5,2019,0,38,49,1008,329,95,0,false,nejaky popis
032eecec-2ca3-4e36-8278-b7b0aa65e4ae,2,9,2019,4,0,56,1008,977,161,1,false,nejaky popis
ab89ed7a-9fc8-45d7-8f58-e757da682354,18,6,2019,8,12,26,1009,741,176,2,false,nejaky popis
ceb0bc41-4db6-49b2-8d76-d44beeaecd8a,11,12,2020,20,11,36,1009,90,192,4,false,nejaky popis
ee6707b0-a443-45f5-bea6-4c25eeae5d3f,20,1,2019,19,34,10,1009,252,10,6,false,nejaky popis
f4e7792c-68ca-4a20-ad18-351400fb122f,26,9,2019,1,13,53,1009,701,187,5,false,nejaky popis
3734aabe-48fb-46b9-9e09-077650c54541,26,5,2019,18,2,11,1009,916,99,8,false,nejaky popis
5c5795cc-27f8-4663-aabe-ec0745fe32d0,20,2,2021,11,35,31,1009,910,109,6,true,nejaky popis
6c77b27a-b0e4-4070-ab1e-b04f4f064546,24,11,2020,10,24,31,1009,749,185,8,false,nejaky popis
8da2c8d0-57df-42a4-b899-cefa449df0de,16,10,2019,3,1,12,101,445,84,1,true,nejaky popis
03195966-6937-4a35-9ec7-5e5e2605943d,14,9,2019,15,55,20,101,785,64,7,true,nejaky popis
0d526f72-d48d-4f86-b976-6b0b53e82bcc,28,5,2021,9,20,40,101,915,1,2,false,nejaky popis
fc8d8682-627f-46d6-abdc-2919e3e50228,14,9,2020,3,18,40,1010,669,161,3,false,nejaky popis
356edec7-c6ba-4b6e-9165-528617fc34e6,24,7,2019,21,34,50,1010,353,95,5,true,nejaky popis
a86302d6-fd25-4edb-8cb0-a94ff1b2959f,1,5,2019,21,5,10,1011,594,169,9,false,nejaky popis
c3fd17e3-4ba2-44e0-99ae-81e147ca6db2,12,5,2020,8,40,58,1012,662,116,0,true,nejaky popis
e02e4be8-b4b5-4640-b528-ca73d2393dce,18,10,2019,7,57,53,1012,220,44,0,true,nejaky popis
c0adbb22-b38c-483b-82c5-ad5b0a9e9be6,22,2,2019,23,20,26,1013,255,125,7,true,nejaky popis
decff761-5355-409d-8321-f863aff40b6b,4,3,2020,18,32,20,1013,128,48,3,false,nejaky popis
ed7f2315-01e5-453f-a776-d7e41048cf85,11,5,2021,10,9,45,1013,718,112,0,true,nejaky popis
3c97159b-2653-49b8-b324-92e2109dfee9,23,1,2020,13,16,35,1013,405,190,1,true,nejaky popis
71421367-f1c2-420d-a140-a5389c326060,22,1,2021,6,11,47,1013,319,9,4,false,nejaky popis
a9415d98-1a4c-4007-a3ed-914a0604ef28,4,4,2020,3,20,7,1014,381,33,6,true,nejaky popis
81013182-e2db-45d1-93b3-1aaa5a6144d0,16,10,2020,12,8,54,1015,80,76,4,true,nejaky popis
e4a720e1-a9c3-44bb-88e3-cd5b64700c4e,2,2,2020,10,10,55,1015,270,197,6,true,nejaky popis
f8d7b647-1c06-48ec-9005-a1368eaec094,7,1,2020,22,55,14,1015,269,123,6,false,nejaky popis
53b4598a-9c7c-4ae7-9ced-b7564e3e2c2a,18,8,2020,19,13,2,1015,713,119,4,false,nejaky popis
